task,system,basis,control,n_hidden,network_seed,converged,accuracy,hidden_unit,best_freq,best_R,best_phase,best_freq_cos,best_R_cos,concentration,null_p,null_mean,null_p95,pitch_height_r,random_r_p95
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,2,3,0.7619,-2.7037,3,0.6869,0.3892,0.01999,0.5919,0.7258,0.2894,0.5441
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,3,3,0.5525,-0.5403,11,0.5101,0.2094,0.75712,0.6116,0.7626,0.1399,0.4723
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,4,12,0.7933,-0.0,12,0.7933,0.3942,0.0085,0.6026,0.7326,0.1109,0.4348
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,5,8,0.5179,1.9214,1,0.4487,0.1863,0.86207,0.5861,0.6996,0.3331,0.4105
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,6,3,0.6259,-0.8515,5,0.4664,0.258,0.36632,0.6079,0.7565,0.0957,0.4672
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,7,8,0.523,1.3984,12,0.3386,0.187,0.8071,0.5781,0.6846,0.1097,0.4448
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,8,3,0.9393,2.4229,3,0.7217,0.6271,0.0005,0.6106,0.7538,0.0759,0.4562
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,9,9,0.5478,-1.4227,12,0.4988,0.2024,0.70815,0.5898,0.7169,0.3159,0.4813
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,10,7,0.7239,2.6402,7,0.6357,0.3544,0.04998,0.5972,0.7227,0.02,0.4747
iran_dang6_diss8,Iranian-17,dft,none,12,349470176,False,0.9593,11,2,0.6598,2.1138,12,0.6439,0.2888,0.13193,0.5833,0.7036,0.0452,0.4195
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,0,8,0.6404,-1.5523,2,0.4185,0.2969,0.21639,0.5883,0.7062,0.4085,0.4877
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,1,6,0.9894,3.131,6,0.9894,0.9696,0.0005,0.6086,0.753,0.1329,0.461
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,2,11,0.7096,2.3831,11,0.5285,0.3232,0.06497,0.5982,0.7203,0.0621,0.5088
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,3,12,0.8555,3.1416,12,0.8555,0.4572,0.0015,0.6049,0.7411,0.1998,0.508
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,4,3,0.6329,-2.7788,3,0.5902,0.2753,0.32934,0.6079,0.7471,0.096,0.5074
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,5,3,0.8101,2.4064,3,0.6143,0.4583,0.01749,0.6128,0.7584,0.1137,0.4876
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,6,7,0.5104,2.3277,6,0.4349,0.1895,0.88306,0.5922,0.728,0.0996,0.536
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,7,3,0.8485,-2.6694,3,0.7513,0.4938,0.002,0.6071,0.7449,0.033,0.4843
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,8,6,0.466,-1.9778,11,0.4352,0.1464,0.97501,0.5739,0.6852,0.0729,0.4639
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,9,12,0.8659,3.1416,12,0.8659,0.4809,0.0015,0.6059,0.7432,0.0909,0.4964
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,10,12,0.7237,-0.0,12,0.7237,0.3464,0.07596,0.6042,0.7433,0.0016,0.4869
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,349470176,False,0.9797,11,4,0.7303,2.5752,4,0.6047,0.3665,0.06347,0.606,0.7438,0.3334,0.4792
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,0,10,0.567,-0.8689,10,0.3793,0.2285,0.64668,0.6019,0.7358,0.3109,0.4638
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,1,2,0.7087,-0.7214,2,0.5464,0.348,0.08296,0.5984,0.7295,0.341,0.5016
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,2,6,0.6207,2.8902,6,0.6124,0.2984,0.29385,0.5877,0.7052,0.1919,0.4889
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,3,9,0.6068,1.2186,3,0.3462,0.2685,0.32434,0.5808,0.7023,0.1908,0.4548
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,4,4,0.7723,2.1912,4,0.4304,0.418,0.01199,0.5998,0.7293,0.0888,0.4406
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,5,5,0.5037,1.4977,10,0.3477,0.1679,0.93853,0.6073,0.7427,0.1768,0.4378
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,6,4,0.6864,0.459,4,0.6074,0.328,0.14543,0.6044,0.7433,0.1497,0.4809
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,7,6,0.6205,-0.9099,6,0.4786,0.2739,0.38931,0.6057,0.7436,0.2172,0.5076
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,8,6,0.5825,0.0697,6,0.5819,0.2625,0.4038,0.5727,0.6805,0.0568,0.5009
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,9,6,0.6153,-0.4978,6,0.5809,0.2881,0.38781,0.6019,0.7353,0.223,0.4394
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,10,8,0.5628,-1.5963,11,0.3921,0.2221,0.68116,0.6021,0.7322,0.3848,0.4333
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,349470176,False,0.9472,11,4,0.6549,-0.6497,4,0.5092,0.2979,0.22939,0.6027,0.7325,0.0311,0.5256
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,0,12,0.7557,3.1416,12,0.7557,0.3703,0.05347,0.6144,0.7572,0.2857,0.5126
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,1,7,0.7296,2.4004,7,0.5407,0.3662,0.08096,0.6078,0.7518,0.0706,0.4762
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,2,3,0.8272,0.5957,3,0.6766,0.4851,0.0065,0.6061,0.7489,0.0994,0.4935
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,3,12,0.7467,-0.0,12,0.7467,0.3692,0.02699,0.5961,0.7271,0.0011,0.49
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,4,4,0.7949,-1.8896,11,0.3384,0.4504,0.01099,0.6031,0.7365,0.1945,0.4587
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,5,12,0.8625,-0.0,12,0.8625,0.4548,0.001,0.6029,0.7341,0.1098,0.4619
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,6,7,0.6431,-1.4233,11,0.4895,0.2773,0.24338,0.5956,0.7257,0.0213,0.4845
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,7,9,0.6033,0.1262,9,0.5985,0.2354,0.46077,0.6017,0.7299,0.0915,0.4627
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,8,7,0.7897,-3.0232,7,0.7842,0.413,0.01549,0.6035,0.7412,0.0527,0.5282
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,9,9,0.5369,0.1689,9,0.5294,0.1927,0.77861,0.5911,0.7086,0.1312,0.4683
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,10,6,0.9703,0.2458,6,0.958,0.9031,0.0005,0.6128,0.7565,0.1808,0.4439
iran_dang6_diss8,Iranian-17,dft,none,12,682894727,False,0.9837,11,3,0.8455,2.5217,3,0.6974,0.5016,0.004,0.608,0.759,0.161,0.4561
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,0,6,0.4543,1.7681,2,0.4075,0.1369,0.9955,0.6042,0.7429,0.1804,0.4573
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,1,12,0.6568,-0.0,12,0.6568,0.2946,0.28186,0.617,0.7716,0.1907,0.4719
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,2,8,0.7683,1.4971,12,0.2249,0.4238,0.02749,0.6074,0.7444,0.0348,0.505
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,3,2,0.5346,-0.6281,10,0.5056,0.1975,0.84158,0.6123,0.7642,0.1033,0.4482
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,4,2,0.5925,1.4054,12,0.3924,0.2285,0.53023,0.6071,0.75,0.2543,0.4153
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,5,2,0.8519,1.9121,2,0.3013,0.4878,0.002,0.6018,0.7321,0.3237,0.4806
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,6,12,0.602,3.1416,12,0.602,0.2524,0.48376,0.6048,0.7369,0.4097,0.4654
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,7,7,0.7545,-0.0801,7,0.7521,0.3818,0.03548,0.6057,0.7402,0.1049,0.5081
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,8,7,0.761,-0.8573,7,0.5017,0.3942,0.01799,0.5973,0.716,0.0232,0.4969
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,9,2,0.794,-1.7747,3,0.4782,0.4257,0.01999,0.6104,0.7466,0.2657,0.4141
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,10,12,0.8361,3.1416,12,0.8361,0.4416,0.0015,0.5961,0.7248,0.0476,0.48
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,682894727,False,0.9593,11,7,0.7776,1.2343,10,0.4237,0.4108,0.0095,0.5981,0.7219,0.1668,0.4785
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,0,4,0.6055,-2.7656,4,0.5582,0.2701,0.38081,0.5906,0.7138,0.0529,0.4905
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,1,11,0.5781,-0.007,11,0.5781,0.2453,0.61819,0.6106,0.7564,0.5464,0.4728
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,2,11,0.6591,-0.168,11,0.65,0.3037,0.21189,0.6012,0.7347,0.1039,0.4757
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,3,9,0.5697,1.2727,10,0.293,0.2312,0.63918,0.6009,0.7359,0.2707,0.4772
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,4,6,0.6294,-2.9912,6,0.6264,0.3108,0.30885,0.5966,0.7268,0.1633,0.4872
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,5,8,0.7716,1.6428,1,0.2871,0.4224,0.04548,0.6137,0.7668,0.0569,0.497
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,6,2,0.5239,-0.634,2,0.431,0.1928,0.87906,0.6035,0.7295,0.2488,0.4703
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,7,5,0.6576,-2.1995,5,0.3906,0.2945,0.22839,0.6052,0.7467,0.0557,0.461
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,8,9,0.5162,-1.0875,2,0.4463,0.1843,0.89205,0.6043,0.7418,0.1849,0.5001
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,9,1,0.5889,3.1176,1,0.5887,0.2457,0.55022,0.6079,0.7481,0.1106,0.4524
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,10,1,0.4974,-2.2372,12,0.4923,0.167,0.94703,0.6044,0.7383,0.1602,0.4719
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,682894727,False,0.9228,11,3,0.6121,-0.7715,3,0.4502,0.2605,0.43878,0.6075,0.7486,0.2923,0.4494
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,0,12,0.6949,3.1416,12,0.6949,0.3182,0.11344,0.6005,0.7412,0.057,0.4762
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,1,7,0.806,1.1314,10,0.4461,0.4384,0.0095,0.6054,0.7333,0.0878,0.4799
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,2,2,0.5482,0.7575,2,0.4098,0.2163,0.75912,0.6082,0.7494,0.4532,0.4973
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,3,7,0.8164,2.7573,7,0.7573,0.4531,0.003,0.5969,0.7329,0.0484,0.4655
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,4,2,0.5615,-0.4221,2,0.5174,0.2187,0.67916,0.6017,0.7317,0.186,0.5004
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,5,2,0.676,0.2517,2,0.6571,0.333,0.13843,0.5961,0.7301,0.0151,0.4076
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,6,3,0.6436,1.8179,12,0.3458,0.2873,0.29685,0.606,0.7412,0.3753,0.432
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,7,2,0.6766,1.6718,1,0.2794,0.3116,0.09595,0.5865,0.7055,0.106,0.428
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,8,12,0.8836,3.1416,12,0.8836,0.4969,0.001,0.5989,0.7318,0.2983,0.4815
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,9,2,0.7904,-1.1295,4,0.3915,0.4398,0.01399,0.6012,0.7405,0.1541,0.4157
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,10,9,0.7403,2.1516,3,0.5472,0.3773,0.07246,0.6089,0.7573,0.1692,0.5247
iran_dang6_diss8,Iranian-17,dft,none,12,1804544373,False,0.9675,11,2,0.624,-1.0377,12,0.4521,0.2641,0.32634,0.5976,0.7241,0.0537,0.4666
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,0,12,0.8044,3.1416,12,0.8044,0.4228,0.01249,0.6093,0.7515,0.0347,0.4892
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,1,7,0.6993,-2.6502,7,0.6157,0.3376,0.13143,0.6083,0.7414,0.2218,0.4668
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,2,12,0.8914,3.1416,12,0.8914,0.5001,0.0025,0.6117,0.7549,0.2146,0.4539
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,3,8,0.745,-2.9877,8,0.735,0.3748,0.04148,0.6008,0.7361,0.0482,0.4395
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,4,2,0.5908,1.4581,5,0.1937,0.2392,0.52774,0.6026,0.7373,0.1465,0.4996
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,5,2,0.7695,-1.9815,4,0.3777,0.4069,0.02349,0.6038,0.7409,0.1663,0.4249
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,6,7,0.5899,2.2691,7,0.3822,0.2445,0.48476,0.5927,0.7157,0.094,0.515
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,7,2,0.7037,-2.8353,2,0.6746,0.3498,0.10795,0.6029,0.7393,0.0556,0.4976
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,8,8,0.6096,2.7554,8,0.5595,0.2568,0.4078,0.6005,0.7344,0.2261,0.4332
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,9,2,0.849,0.5766,2,0.7245,0.5147,0.004,0.6062,0.7411,0.241,0.4699
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,10,12,0.6676,3.1416,12,0.6676,0.2911,0.1969,0.6045,0.7398,0.0903,0.5051
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1804544373,False,0.9837,11,7,0.743,-0.7485,7,0.547,0.3834,0.04648,0.6053,0.7391,0.1106,0.5114
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,0,7,0.5389,-0.7808,12,0.4289,0.1995,0.8086,0.6085,0.7545,0.0195,0.4568
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,1,5,0.4954,1.425,6,0.3468,0.1741,0.94853,0.5939,0.7177,0.0202,0.4837
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,2,6,0.6211,-1.6279,3,0.5199,0.2482,0.38631,0.6062,0.7434,0.0254,0.453
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,3,7,0.7092,2.1896,12,0.5268,0.3404,0.10145,0.6045,0.7401,0.2536,0.4498
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,4,5,0.5851,-1.9544,3,0.3388,0.2388,0.52024,0.5964,0.7203,0.2625,0.4722
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,5,4,0.4669,0.7314,7,0.3528,0.1442,0.98851,0.6038,0.7366,0.0949,0.4579
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,6,8,0.7555,-2.9803,8,0.7444,0.3955,0.04248,0.6038,0.7462,0.2492,0.496
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,7,8,0.5653,0.1854,8,0.5543,0.224,0.63018,0.5938,0.7246,0.4319,0.4687
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,8,8,0.5423,2.3968,12,0.5094,0.2031,0.75562,0.5996,0.7317,0.1652,0.4806
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,9,9,0.7039,-1.8032,4,0.3978,0.3532,0.11594,0.6075,0.7468,0.1479,0.4716
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,10,4,0.565,-3.0339,4,0.5613,0.231,0.66967,0.6061,0.7462,0.2616,0.4513
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1804544373,False,0.935,11,5,0.5259,-2.9553,5,0.5168,0.1941,0.86157,0.6088,0.7493,0.0862,0.4974
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,0,2,0.8826,-1.2255,2,0.3156,0.5239,0.0005,0.5978,0.7335,0.2053,0.443
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,1,1,0.5401,2.0354,6,0.4539,0.2146,0.7936,0.6065,0.7465,0.2841,0.5247
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,2,3,0.7611,1.9807,3,0.3353,0.391,0.02449,0.598,0.7307,0.0956,0.5026
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,3,6,0.4758,-2.7674,6,0.4613,0.1701,0.96502,0.577,0.6926,0.3031,0.4973
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,4,3,0.6679,-0.4759,3,0.5973,0.3204,0.14393,0.59,0.7213,0.0475,0.5029
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,5,9,0.7248,-2.1082,4,0.4264,0.3712,0.06097,0.6,0.7368,0.1875,0.4447
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,6,12,0.6821,3.1416,12,0.6821,0.3117,0.14693,0.6011,0.73,0.0071,0.486
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,7,3,0.5872,2.95,3,0.5767,0.2326,0.46127,0.587,0.7037,0.0383,0.5426
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,8,6,0.9767,-0.1002,6,0.9747,0.9343,0.0005,0.6111,0.7618,0.138,0.4874
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,9,6,0.6614,-1.6397,12,0.5854,0.2669,0.2069,0.6018,0.7322,0.0644,0.4539
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,10,3,0.7384,0.7857,3,0.5072,0.3691,0.05097,0.6081,0.7388,0.1768,0.4948
iran_dang6_diss8,Iranian-17,dft,none,12,1819148108,False,0.9715,11,7,0.6804,-1.0192,12,0.563,0.3127,0.16342,0.6053,0.7455,0.2365,0.4587
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,0,2,0.6892,2.2309,2,0.439,0.3384,0.11994,0.5984,0.7303,0.4732,0.4936
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,1,10,0.609,1.031,7,0.3658,0.2504,0.44378,0.6071,0.7515,0.1296,0.4598
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,2,12,0.8489,-0.0,12,0.8489,0.4605,0.0005,0.5996,0.7402,0.0158,0.4755
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,3,7,0.7525,-1.0015,12,0.5305,0.3787,0.04298,0.6058,0.745,0.1023,0.5256
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,4,3,0.8596,-0.5511,3,0.7392,0.5395,0.002,0.6044,0.7401,0.0044,0.4492
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,5,6,0.9537,2.7032,6,0.9133,0.8256,0.0005,0.6124,0.7603,0.117,0.4764
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,6,7,0.8264,-0.7109,7,0.6288,0.4643,0.0055,0.602,0.7342,0.0606,0.4387
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,7,12,0.6814,3.1416,12,0.6814,0.3154,0.10595,0.5905,0.7117,0.283,0.4673
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,8,7,0.5103,0.4655,7,0.4555,0.1807,0.87606,0.5905,0.7177,0.0448,0.4842
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,9,12,0.62,3.1416,12,0.62,0.2556,0.34883,0.5975,0.7289,0.1227,0.4313
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,10,7,0.6962,-2.6175,7,0.6018,0.3654,0.10595,0.6011,0.7363,0.1975,0.5337
iran_dang6_diss8,Iranian-17,dft,input_shuffled,12,1819148108,False,0.9878,11,3,0.7815,-3.0027,3,0.7739,0.4267,0.02199,0.6086,0.744,0.2372,0.4502
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,0,9,0.4852,-1.8902,12,0.439,0.1591,0.96752,0.6038,0.7332,0.1477,0.4513
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,1,4,0.8647,-1.2413,5,0.3211,0.5313,0.001,0.6011,0.7421,0.3356,0.4921
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,2,6,0.6113,1.3866,2,0.4491,0.246,0.3988,0.5999,0.7351,0.0238,0.4793
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,3,2,0.6847,-0.0067,2,0.6847,0.3246,0.13193,0.5997,0.7399,0.0362,0.4911
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,4,6,0.5777,-2.1527,6,0.4136,0.2319,0.56672,0.5956,0.7199,0.0619,0.4875
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,5,6,0.5666,-2.3104,6,0.4634,0.2349,0.63768,0.5965,0.7196,0.4531,0.4331
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,6,5,0.5418,1.6512,6,0.4478,0.2145,0.74263,0.5885,0.7083,0.3133,0.5209
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,7,4,0.6559,-2.1979,9,0.5201,0.3098,0.26737,0.6126,0.7584,0.1501,0.4092
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,8,9,0.5561,0.4789,9,0.4966,0.2069,0.71164,0.6034,0.7348,0.5147,0.4482
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,9,9,0.5558,-1.2607,6,0.5076,0.2291,0.69565,0.5983,0.7299,0.4788,0.4783
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,10,6,0.5445,-0.7859,6,0.4581,0.2151,0.75362,0.6014,0.7486,0.1085,0.4668
iran_dang6_diss8,Iranian-17,dft,label_shuffled,12,1819148108,False,0.9146,11,9,0.6901,-1.7795,12,0.3936,0.3138,0.13293,0.6041,0.7327,0.0061,0.5037
iran_dang7_nodiss7,Iranian-17,dft,none,4,1692533900,True,1.0,0,12,0.8902,-0.0,12,0.8902,0.4976,0.001,0.6083,0.7548,0.1979,0.5052
iran_dang7_nodiss7,Iranian-17,dft,none,4,1692533900,True,1.0,1,5,0.6994,-2.16,12,0.6634,0.3167,0.12644,0.6069,0.7516,0.3678,0.4956
iran_dang7_nodiss7,Iranian-17,dft,none,4,1692533900,True,1.0,2,3,0.8917,0.2568,3,0.8617,0.5584,0.0005,0.6053,0.7391,0.0382,0.4591
iran_dang7_nodiss7,Iranian-17,dft,none,4,1692533900,True,1.0,3,2,0.6544,0.8515,2,0.4463,0.2979,0.26037,0.6076,0.7505,0.2434,0.5086
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1692533900,False,0.9194,0,8,0.5167,-0.0042,8,0.5166,0.1845,0.87056,0.592,0.7148,0.1927,0.4408
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1692533900,False,0.9194,1,7,0.6695,-1.0765,12,0.6574,0.2985,0.11094,0.5861,0.6986,0.0485,0.4428
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1692533900,False,0.9194,2,6,0.7207,-0.8189,6,0.5943,0.3888,0.09045,0.6072,0.755,0.0428,0.4619
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1692533900,False,0.9194,3,12,0.9346,3.1416,12,0.9346,0.5506,0.0005,0.6064,0.7401,0.0299,0.4763
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1692533900,False,0.8871,0,3,0.6139,-0.7037,6,0.4821,0.2855,0.3938,0.6,0.7322,0.1818,0.5035
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1692533900,False,0.8871,1,10,0.6185,-1.7244,2,0.4419,0.2686,0.4038,0.6071,0.7523,0.4548,0.4485
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1692533900,False,0.8871,2,2,0.6269,-0.7634,12,0.5176,0.2606,0.35282,0.606,0.739,0.1772,0.4483
