task,system,basis,control,n_hidden,network_seed,converged,accuracy,hidden_unit,best_freq,best_R,best_phase,best_freq_cos,best_R_cos,concentration,null_p,null_mean,null_p95,pitch_height_r,random_r_p95
iran_interval_separate,Iranian-17,dft,none,7,789110592,False,0.915,4,2,0.9213,-1.6012,6,0.2579,0.5701,0.0015,0.6129,0.7617,0.3773,0.5222
iran_interval_separate,Iranian-17,dft,none,7,789110592,False,0.915,5,1,0.9052,-1.8588,1,0.3032,0.5541,0.001,0.6137,0.7687,0.8333,0.5138
iran_interval_separate,Iranian-17,dft,none,7,789110592,False,0.915,6,12,0.979,3.1416,12,0.979,0.594,0.0005,0.6068,0.7447,0.1177,0.4329
iran_interval_separate,Iranian-17,dft,input_shuffled,7,789110592,False,0.8497,0,6,0.9565,2.4505,6,0.8449,0.7646,0.001,0.6127,0.7563,0.144,0.4565
iran_interval_separate,Iranian-17,dft,input_shuffled,7,789110592,False,0.8497,1,5,0.8467,3.108,5,0.8463,0.4709,0.004,0.606,0.751,0.078,0.5196
iran_interval_separate,Iranian-17,dft,input_shuffled,7,789110592,False,0.8497,2,8,0.748,-2.7339,8,0.6796,0.3829,0.06197,0.6104,0.7613,0.2627,0.4618
iran_interval_separate,Iranian-17,dft,input_shuffled,7,789110592,False,0.8497,3,12,0.9631,-0.0,12,0.9631,0.5794,0.002,0.6099,0.7476,0.0762,0.5108
iran_interval_separate,Iranian-17,dft,input_shuffled,7,789110592,False,0.8497,4,2,0.8312,-1.3365,5,0.2584,0.4693,0.01249,0.6131,0.769,0.2768,0.5099
iran_interval_separate,Iranian-17,dft,input_shuffled,7,789110592,False,0.8497,5,1,0.9593,-1.4162,10,0.1786,0.6299,0.0005,0.6101,0.7595,0.7695,0.5021
iran_interval_separate,Iranian-17,dft,input_shuffled,7,789110592,False,0.8497,6,1,0.7016,0.6742,1,0.5581,0.3443,0.10045,0.6035,0.7391,0.4748,0.4576
iran_interval_separate,Iranian-17,dft,label_shuffled,7,789110592,False,0.634,0,4,0.5364,-0.9851,7,0.4553,0.2019,0.8076,0.6035,0.7453,0.1245,0.467
iran_interval_separate,Iranian-17,dft,label_shuffled,7,789110592,False,0.634,1,1,0.6255,2.5213,1,0.5018,0.2683,0.35732,0.6052,0.7462,0.1769,0.494
iran_interval_separate,Iranian-17,dft,label_shuffled,7,789110592,False,0.634,2,1,0.5276,2.6969,6,0.4898,0.2114,0.84808,0.6038,0.7436,0.112,0.4723
iran_interval_separate,Iranian-17,dft,label_shuffled,7,789110592,False,0.634,3,2,0.6771,-0.5529,2,0.5858,0.3163,0.13593,0.5972,0.7175,0.0804,0.511
iran_interval_separate,Iranian-17,dft,label_shuffled,7,789110592,False,0.634,4,9,0.5985,-2.312,7,0.4629,0.2437,0.49175,0.6051,0.7424,0.0327,0.4898
iran_interval_separate,Iranian-17,dft,label_shuffled,7,789110592,False,0.634,5,12,0.5065,3.1416,12,0.5065,0.1748,0.93703,0.6096,0.7555,0.2178,0.504
iran_interval_separate,Iranian-17,dft,label_shuffled,7,789110592,False,0.634,6,3,0.5995,1.5271,11,0.3379,0.2518,0.48876,0.6063,0.7489,0.0489,0.478
iran_interval_separate,Iranian-17,dft,none,7,118407940,False,0.8889,0,12,0.956,-0.0,12,0.956,0.5735,0.0005,0.61,0.7542,0.0654,0.4944
iran_interval_separate,Iranian-17,dft,none,7,118407940,False,0.8889,1,1,0.8909,-1.7287,8,0.3473,0.5626,0.002,0.6109,0.7607,0.8497,0.4674
iran_interval_separate,Iranian-17,dft,none,7,118407940,False,0.8889,2,6,0.7885,2.5585,6,0.7262,0.5017,0.01749,0.6046,0.7429,0.1635,0.4703
iran_interval_separate,Iranian-17,dft,none,7,118407940,False,0.8889,3,5,0.9313,0.5829,5,0.7792,0.5818,0.0005,0.6102,0.7507,0.2555,0.4902
iran_interval_separate,Iranian-17,dft,none,7,118407940,False,0.8889,4,10,0.8817,-3.0714,10,0.8798,0.5639,0.0015,0.6138,0.7619,0.2586,0.4776
iran_interval_separate,Iranian-17,dft,none,7,118407940,False,0.8889,5,4,0.7536,1.0812,11,0.4515,0.4039,0.04648,0.6093,0.7486,0.0226,0.4565
iran_interval_separate,Iranian-17,dft,none,7,118407940,False,0.8889,6,3,0.9283,-2.4746,3,0.7171,0.5785,0.0005,0.6137,0.7674,0.0653,0.5059
iran_interval_separate,Iranian-17,dft,input_shuffled,7,118407940,False,0.8889,0,12,0.9705,-0.0,12,0.9705,0.5889,0.0005,0.6074,0.7463,0.1228,0.4537
iran_interval_separate,Iranian-17,dft,input_shuffled,7,118407940,False,0.8889,1,6,0.8703,-0.357,6,0.8464,0.6648,0.0025,0.612,0.7614,0.0021,0.4423
iran_interval_separate,Iranian-17,dft,input_shuffled,7,118407940,False,0.8889,2,7,0.9632,0.6081,7,0.7885,0.6305,0.0005,0.6091,0.7535,0.1989,0.4434
iran_interval_separate,Iranian-17,dft,input_shuffled,7,118407940,False,0.8889,3,5,0.9074,-2.514,5,0.7366,0.5495,0.001,0.6164,0.7647,0.1837,0.4648
iran_interval_separate,Iranian-17,dft,input_shuffled,7,118407940,False,0.8889,4,4,0.9058,1.1401,4,0.3589,0.5852,0.001,0.6133,0.7586,0.1977,0.4773
iran_interval_separate,Iranian-17,dft,input_shuffled,7,118407940,False,0.8889,5,10,0.7996,-0.3578,10,0.7544,0.4497,0.02799,0.6171,0.7655,0.1366,0.4865
iran_interval_separate,Iranian-17,dft,input_shuffled,7,118407940,False,0.8889,6,1,0.9104,-1.466,7,0.2479,0.5686,0.0005,0.6164,0.7729,0.859,0.4982
iran_interval_separate,Iranian-17,dft,label_shuffled,7,118407940,False,0.6471,0,3,0.5911,-1.505,6,0.2692,0.2433,0.50525,0.5974,0.7233,0.3387,0.4879
iran_interval_separate,Iranian-17,dft,label_shuffled,7,118407940,False,0.6471,1,2,0.5759,1.0731,10,0.538,0.2286,0.51424,0.5833,0.6968,0.0845,0.506
iran_interval_separate,Iranian-17,dft,label_shuffled,7,118407940,False,0.6471,2,3,0.6248,-3.139,3,0.6247,0.2691,0.32284,0.5968,0.727,0.0791,0.475
iran_interval_separate,Iranian-17,dft,label_shuffled,7,118407940,False,0.6471,3,4,0.6645,-2.6744,4,0.5854,0.3074,0.22489,0.6096,0.7547,0.3548,0.4773
iran_interval_separate,Iranian-17,dft,label_shuffled,7,118407940,False,0.6471,4,1,0.6561,2.8143,1,0.62,0.2888,0.17141,0.5892,0.7117,0.0756,0.4902
iran_interval_separate,Iranian-17,dft,label_shuffled,7,118407940,False,0.6471,5,6,0.5337,2.8984,6,0.527,0.2141,0.83058,0.606,0.748,0.175,0.5074
iran_interval_separate,Iranian-17,dft,label_shuffled,7,118407940,False,0.6471,6,5,0.515,1.3682,3,0.329,0.1856,0.87456,0.5934,0.7202,0.1995,0.465
iran_interval_separate,Iranian-17,dft,none,7,1837412391,False,0.8039,0,8,0.6031,-1.5479,2,0.3722,0.2654,0.47926,0.6085,0.7494,0.0132,0.5035
iran_interval_separate,Iranian-17,dft,none,7,1837412391,False,0.8039,1,1,0.8306,-2.7635,1,0.7745,0.483,0.002,0.604,0.7385,0.2338,0.4569
iran_interval_separate,Iranian-17,dft,none,7,1837412391,False,0.8039,2,1,0.8904,-1.8984,10,0.3409,0.5377,0.0035,0.6157,0.7631,0.8414,0.4646
iran_interval_separate,Iranian-17,dft,none,7,1837412391,False,0.8039,3,1,0.6999,2.2133,9,0.4568,0.3296,0.15042,0.6126,0.7642,0.1889,0.4412
iran_interval_separate,Iranian-17,dft,none,7,1837412391,False,0.8039,4,5,0.9834,-2.359,5,0.7011,0.6472,0.0005,0.6075,0.7527,0.2237,0.5122
iran_interval_separate,Iranian-17,dft,none,7,1837412391,False,0.8039,5,11,0.9544,2.4112,11,0.7274,0.6012,0.0005,0.6109,0.7568,0.2199,0.507
iran_interval_separate,Iranian-17,dft,none,7,1837412391,False,0.8039,6,12,0.961,-0.0,12,0.961,0.5798,0.0015,0.6066,0.7461,0.113,0.504
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1837412391,False,0.8497,0,12,0.9746,3.1416,12,0.9746,0.5912,0.0005,0.6079,0.7406,0.1077,0.4752
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1837412391,False,0.8497,1,1,0.973,-1.7127,1,0.1925,0.6508,0.0005,0.6155,0.7726,0.8206,0.4586
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1837412391,False,0.8497,2,9,0.8713,2.8838,9,0.8418,0.5261,0.0015,0.6051,0.74,0.1606,0.4934
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1837412391,False,0.8497,3,4,0.9132,-2.0392,4,0.392,0.5908,0.0015,0.614,0.7666,0.2043,0.4872
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1837412391,False,0.8497,4,7,0.5482,-0.6894,5,0.4785,0.2163,0.74463,0.6014,0.7354,0.0821,0.4877
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1837412391,False,0.8497,5,7,0.9051,-0.587,7,0.7553,0.5569,0.001,0.6049,0.7476,0.0484,0.4481
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1837412391,False,0.8497,6,5,0.798,0.6653,5,0.63,0.4384,0.002,0.5793,0.6905,0.1078,0.4702
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1837412391,False,0.6536,0,12,0.4749,-0.0,12,0.4749,0.1527,0.96952,0.5943,0.7242,0.4363,0.4772
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1837412391,False,0.6536,1,8,0.4869,2.8121,8,0.4575,0.1632,0.97051,0.6055,0.7461,0.0267,0.4613
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1837412391,False,0.6536,2,1,0.4595,1.947,7,0.3538,0.1514,0.99,0.5802,0.6992,0.1406,0.4944
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1837412391,False,0.6536,3,10,0.4982,2.6328,11,0.4505,0.1742,0.91504,0.5769,0.6889,0.4567,0.5136
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1837412391,False,0.6536,4,4,0.5674,2.7644,4,0.5228,0.2161,0.67066,0.6084,0.7528,0.0141,0.4593
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1837412391,False,0.6536,5,6,0.6801,1.3498,12,0.4725,0.2878,0.16392,0.6037,0.7329,0.3317,0.4696
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1837412391,False,0.6536,6,2,0.566,0.7954,3,0.4821,0.2182,0.67616,0.6075,0.7454,0.0144,0.488
iran_interval_separate,Iranian-17,dft,none,7,1552457283,False,0.9608,0,10,0.7897,2.7689,10,0.7413,0.4394,0.03398,0.6149,0.772,0.06,0.4676
iran_interval_separate,Iranian-17,dft,none,7,1552457283,False,0.9608,1,8,0.6591,2.0547,7,0.479,0.3045,0.23238,0.6066,0.7397,0.2094,0.4281
iran_interval_separate,Iranian-17,dft,none,7,1552457283,False,0.9608,2,7,0.9633,2.5136,7,0.7817,0.6197,0.0005,0.6073,0.7436,0.0146,0.4817
iran_interval_separate,Iranian-17,dft,none,7,1552457283,False,0.9608,3,6,0.5654,-1.0131,1,0.5009,0.2202,0.69415,0.61,0.7447,0.0056,0.4353
iran_interval_separate,Iranian-17,dft,none,7,1552457283,False,0.9608,4,1,0.9031,1.3462,8,0.3513,0.5614,0.001,0.6174,0.7785,0.8791,0.5179
iran_interval_separate,Iranian-17,dft,none,7,1552457283,False,0.9608,5,12,0.9763,3.1416,12,0.9763,0.5958,0.0005,0.6081,0.7441,0.0462,0.4536
iran_interval_separate,Iranian-17,dft,none,7,1552457283,False,0.9608,6,6,0.9194,-2.8979,6,0.908,0.7812,0.0005,0.6142,0.7661,0.262,0.4761
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1552457283,False,0.9346,0,5,0.9489,-2.6762,5,0.849,0.6032,0.0005,0.6057,0.7586,0.1603,0.4301
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1552457283,False,0.9346,1,12,0.9777,3.1416,12,0.9777,0.5897,0.0005,0.6075,0.7467,0.0387,0.5491
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1552457283,False,0.9346,2,6,0.8661,-0.2023,6,0.8587,0.6668,0.005,0.6118,0.7554,0.0563,0.4552
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1552457283,False,0.9346,3,8,0.782,-0.6032,8,0.6306,0.4307,0.01899,0.6082,0.7463,0.2489,0.4857
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1552457283,False,0.9346,4,1,0.5637,-0.6279,11,0.4828,0.22,0.70365,0.6128,0.7568,0.2629,0.4508
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1552457283,False,0.9346,5,8,0.7992,-0.8119,8,0.5316,0.4511,0.01549,0.6107,0.7508,0.1002,0.518
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1552457283,False,0.9346,6,9,0.6979,2.6783,9,0.6209,0.3324,0.14293,0.6116,0.7572,0.061,0.5339
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1552457283,False,0.6732,0,11,0.6122,-0.7489,11,0.4595,0.2668,0.3918,0.5975,0.7205,0.399,0.5084
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1552457283,False,0.6732,1,5,0.7701,0.7501,5,0.5662,0.3991,0.03398,0.6077,0.7477,0.1978,0.4261
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1552457283,False,0.6732,2,4,0.5403,2.9897,4,0.5332,0.2023,0.7991,0.608,0.7556,0.3815,0.4921
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1552457283,False,0.6732,3,1,0.4626,2.9404,1,0.4531,0.1427,0.99,0.6042,0.7471,0.1512,0.4345
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1552457283,False,0.6732,4,10,0.7,-1.4876,2,0.4497,0.3405,0.14793,0.6128,0.7615,0.0915,0.492
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1552457283,False,0.6732,5,5,0.5754,3.0409,5,0.5725,0.2391,0.58671,0.6009,0.7378,0.4444,0.5345
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1552457283,False,0.6732,6,11,0.5965,-0.0626,11,0.5953,0.2644,0.46877,0.598,0.7251,0.1474,0.4785
iran_interval_separate,Iranian-17,dft,none,7,1226633789,False,0.8758,0,7,0.9305,-0.3996,7,0.8578,0.5803,0.0005,0.6036,0.7448,0.1049,0.4924
iran_interval_separate,Iranian-17,dft,none,7,1226633789,False,0.8758,1,1,0.9362,1.4901,7,0.2746,0.6125,0.0005,0.6116,0.76,0.899,0.5456
iran_interval_separate,Iranian-17,dft,none,7,1226633789,False,0.8758,2,12,0.9742,3.1416,12,0.9742,0.5909,0.0005,0.605,0.7396,0.103,0.4365
iran_interval_separate,Iranian-17,dft,none,7,1226633789,False,0.8758,3,5,0.748,-1.6315,11,0.3354,0.3626,0.05847,0.6106,0.7579,0.2044,0.4514
iran_interval_separate,Iranian-17,dft,none,7,1226633789,False,0.8758,4,5,0.5965,0.5749,2,0.5765,0.2475,0.52324,0.6093,0.7625,0.3454,0.5303
iran_interval_separate,Iranian-17,dft,none,7,1226633789,False,0.8758,5,4,0.8288,-2.3701,4,0.5758,0.4812,0.01449,0.6173,0.7659,0.0698,0.468
iran_interval_separate,Iranian-17,dft,none,7,1226633789,False,0.8758,6,10,0.6598,-0.2886,10,0.6356,0.3032,0.25637,0.6122,0.756,0.0072,0.4426
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1226633789,False,0.8497,0,7,0.635,-1.6254,12,0.553,0.2743,0.31434,0.6066,0.751,0.1081,0.5023
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1226633789,False,0.8497,1,9,0.9309,-2.6575,9,0.8292,0.6213,0.0005,0.6117,0.7586,0.2508,0.4908
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1226633789,False,0.8497,2,5,0.812,-2.7877,5,0.762,0.4505,0.0095,0.6056,0.7474,0.1096,0.5126
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1226633789,False,0.8497,3,1,0.9527,1.36,1,0.251,0.6192,0.0005,0.6098,0.7536,0.6737,0.5174
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1226633789,False,0.8497,4,3,0.6275,-1.6459,7,0.265,0.2762,0.33483,0.6025,0.7373,0.0831,0.4707
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1226633789,False,0.8497,5,3,0.7127,-2.7714,3,0.6626,0.3541,0.12544,0.6102,0.7664,0.0484,0.5176
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1226633789,False,0.8497,6,12,0.972,-0.0,12,0.972,0.5917,0.0015,0.6092,0.7435,0.0859,0.5024
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1226633789,False,0.6405,0,6,0.6251,1.3599,1,0.4134,0.249,0.26587,0.5862,0.6984,0.2841,0.4945
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1226633789,False,0.6405,1,9,0.6589,-0.8558,4,0.4715,0.3031,0.18341,0.5945,0.7255,0.3215,0.4312
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1226633789,False,0.6405,2,10,0.5634,-0.1578,10,0.5572,0.221,0.63818,0.592,0.7118,0.4734,0.4745
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1226633789,False,0.6405,3,1,0.6222,-2.9635,1,0.6126,0.2746,0.33983,0.5972,0.7214,0.0721,0.4736
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1226633789,False,0.6405,4,4,0.5844,-0.6475,4,0.4552,0.236,0.57721,0.6069,0.7462,0.1651,0.4613
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1226633789,False,0.6405,5,11,0.6564,-0.8048,11,0.4692,0.2923,0.23138,0.604,0.7431,0.4267,0.4604
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1226633789,False,0.6405,6,11,0.4765,0.462,11,0.4241,0.1647,0.97551,0.6022,0.7396,0.0806,0.4607
iran_interval_separate,Iranian-17,dft,none,7,1522335321,False,0.8954,0,1,0.9567,-1.8338,1,0.2985,0.6395,0.0005,0.6142,0.768,0.8262,0.5062
iran_interval_separate,Iranian-17,dft,none,7,1522335321,False,0.8954,1,5,0.8541,-2.8051,5,0.8066,0.4999,0.0025,0.6098,0.7572,0.1697,0.4711
iran_interval_separate,Iranian-17,dft,none,7,1522335321,False,0.8954,2,4,0.5403,-1.2621,11,0.4688,0.2005,0.81809,0.6129,0.7576,0.4168,0.5326
iran_interval_separate,Iranian-17,dft,none,7,1522335321,False,0.8954,3,6,0.8688,-2.7894,6,0.8457,0.6626,0.0035,0.6111,0.752,0.2182,0.4703
iran_interval_separate,Iranian-17,dft,none,7,1522335321,False,0.8954,4,9,0.6613,-0.4431,9,0.5946,0.3022,0.23638,0.6122,0.7626,0.0762,0.4577
iran_interval_separate,Iranian-17,dft,none,7,1522335321,False,0.8954,5,12,0.9487,-0.0,12,0.9487,0.5656,0.0005,0.6081,0.7478,0.2023,0.5017
iran_interval_separate,Iranian-17,dft,none,7,1522335321,False,0.8954,6,7,0.9499,-0.6438,7,0.7621,0.6005,0.001,0.6094,0.7495,0.1565,0.4612
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1522335321,False,0.9608,0,1,0.915,1.2973,1,0.2943,0.5655,0.0005,0.6119,0.7562,0.7349,0.4612
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1522335321,False,0.9608,1,4,0.8884,-0.9045,4,0.5278,0.5598,0.0015,0.6113,0.7603,0.0976,0.4479
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1522335321,False,0.9608,2,12,0.9735,3.1416,12,0.9735,0.5905,0.001,0.6064,0.7434,0.1689,0.4519
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1522335321,False,0.9608,3,6,0.8695,0.309,6,0.8518,0.6694,0.0045,0.6171,0.772,0.2936,0.4427
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1522335321,False,0.9608,4,10,0.8432,-2.237,10,0.5411,0.4897,0.004,0.6062,0.7459,0.1061,0.436
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1522335321,False,0.9608,5,10,0.9238,-0.497,10,0.8231,0.6105,0.001,0.6123,0.7547,0.251,0.4728
iran_interval_separate,Iranian-17,dft,input_shuffled,7,1522335321,False,0.9608,6,7,0.9459,-0.5755,7,0.7953,0.5988,0.0005,0.6123,0.7596,0.0663,0.4724
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1522335321,False,0.6144,0,9,0.5014,0.4209,9,0.4596,0.1807,0.93453,0.5952,0.7177,0.2021,0.4712
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1522335321,False,0.6144,1,4,0.613,-0.1766,4,0.6023,0.2561,0.38781,0.5971,0.7238,0.2818,0.4769
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1522335321,False,0.6144,2,8,0.6331,0.998,9,0.4163,0.2768,0.32784,0.6028,0.7371,0.1843,0.4786
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1522335321,False,0.6144,3,5,0.6857,-1.8896,3,0.4519,0.3188,0.10245,0.59,0.7198,0.0322,0.4894
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1522335321,False,0.6144,4,9,0.7385,-1.3293,6,0.3524,0.3903,0.05947,0.6066,0.7479,0.049,0.5226
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1522335321,False,0.6144,5,9,0.4784,1.006,12,0.4537,0.1549,0.96402,0.576,0.6881,0.1847,0.4642
iran_interval_separate,Iranian-17,dft,label_shuffled,7,1522335321,False,0.6144,6,11,0.5805,0.2889,11,0.5557,0.2316,0.49125,0.5859,0.7105,0.0962,0.4545
iran_interval_separate,Iranian-17,dft,none,7,345815216,False,0.9216,0,12,0.9702,-0.0,12,0.9702,0.584,0.0005,0.6072,0.7453,0.0871,0.4636
iran_interval_separate,Iranian-17,dft,none,7,345815216,False,0.9216,1,6,0.818,-2.9689,6,0.8129,0.5771,0.01949,0.6132,0.7649,0.2352,0.4559
iran_interval_separate,Iranian-17,dft,none,7,345815216,False,0.9216,2,2,0.85,0.1753,2,0.8385,0.5106,0.007,0.61,0.7571,0.1453,0.4339
iran_interval_separate,Iranian-17,dft,none,7,345815216,False,0.9216,3,5,0.8693,-2.3249,5,0.5989,0.512,0.001,0.6046,0.7445,0.1537,0.4657
iran_interval_separate,Iranian-17,dft,none,7,345815216,False,0.9216,4,1,0.9054,1.2143,1,0.3588,0.5689,0.0005,0.6114,0.7619,0.8216,0.4659
iran_interval_separate,Iranian-17,dft,none,7,345815216,False,0.9216,5,7,0.8831,-0.7837,7,0.629,0.5214,0.0035,0.613,0.7628,0.0614,0.4711
iran_interval_separate,Iranian-17,dft,none,7,345815216,False,0.9216,6,4,0.827,1.1683,5,0.3689,0.4901,0.01049,0.6105,0.7537,0.0383,0.5204
iran_interval_separate,Iranian-17,dft,input_shuffled,7,345815216,False,0.8627,0,8,0.5833,2.2289,6,0.5779,0.2652,0.56472,0.6059,0.7427,0.14,0.5035
iran_interval_separate,Iranian-17,dft,input_shuffled,7,345815216,False,0.8627,1,1,0.9677,1.48,8,0.1958,0.6493,0.0005,0.6104,0.7606,0.8032,0.4741
iran_interval_separate,Iranian-17,dft,input_shuffled,7,345815216,False,0.8627,2,3,0.8491,-1.6852,11,0.3598,0.5031,0.0045,0.6102,0.7585,0.0867,0.4696
iran_interval_separate,Iranian-17,dft,input_shuffled,7,345815216,False,0.8627,3,12,0.9594,3.1416,12,0.9594,0.5741,0.0005,0.6087,0.7507,0.0906,0.5237
iran_interval_separate,Iranian-17,dft,input_shuffled,7,345815216,False,0.8627,4,7,0.878,2.8056,7,0.8292,0.5242,0.003,0.6108,0.7497,0.0952,0.4767
iran_interval_separate,Iranian-17,dft,input_shuffled,7,345815216,False,0.8627,5,4,0.6111,-2.3061,4,0.3957,0.2616,0.37631,0.5926,0.7094,0.0193,0.4261
iran_interval_separate,Iranian-17,dft,input_shuffled,7,345815216,False,0.8627,6,9,0.7385,-0.6023,9,0.6011,0.373,0.07746,0.6113,0.7645,0.0328,0.4224
iran_interval_separate,Iranian-17,dft,label_shuffled,7,345815216,False,0.6797,0,10,0.56,0.6601,10,0.4525,0.228,0.69865,0.6051,0.747,0.2237,0.4622
iran_interval_separate,Iranian-17,dft,label_shuffled,7,345815216,False,0.6797,1,8,0.5819,1.8973,3,0.3768,0.2404,0.6032,0.61,0.7533,0.2861,0.475
iran_interval_separate,Iranian-17,dft,label_shuffled,7,345815216,False,0.6797,2,6,0.5727,0.4736,6,0.544,0.2459,0.6092,0.5997,0.7274,0.1807,0.4834
iran_interval_separate,Iranian-17,dft,label_shuffled,7,345815216,False,0.6797,3,9,0.5643,-1.4534,7,0.3152,0.2145,0.66017,0.5996,0.7295,0.445,0.4834
iran_interval_separate,Iranian-17,dft,label_shuffled,7,345815216,False,0.6797,4,1,0.6257,2.6957,1,0.5617,0.2771,0.22389,0.5805,0.6927,0.481,0.5045
iran_interval_separate,Iranian-17,dft,label_shuffled,7,345815216,False,0.6797,5,11,0.6614,2.9422,11,0.6487,0.3057,0.21289,0.603,0.7388,0.0859,0.4839
iran_interval_separate,Iranian-17,dft,label_shuffled,7,345815216,False,0.6797,6,10,0.6346,-2.6943,10,0.5786,0.2789,0.29035,0.6001,0.7334,0.0715,0.4508
iran_interval_separate,Iranian-17,dft,none,7,374828515,False,0.8693,0,11,0.8815,2.1925,11,0.5406,0.5163,0.0025,0.6123,0.7594,0.2236,0.5017
iran_interval_separate,Iranian-17,dft,none,7,374828515,False,0.8693,1,6,0.8459,0.0588,6,0.8453,0.6279,0.0055,0.6111,0.759,0.0093,0.4887
iran_interval_separate,Iranian-17,dft,none,7,374828515,False,0.8693,2,1,0.8565,-1.3684,8,0.3526,0.506,0.003,0.6079,0.7535,0.7569,0.4257
iran_interval_separate,Iranian-17,dft,none,7,374828515,False,0.8693,3,4,0.7377,2.0218,8,0.5492,0.3819,0.06697,0.609,0.7532,0.0048,0.5368
iran_interval_separate,Iranian-17,dft,none,7,374828515,False,0.8693,4,12,0.9599,-0.0,12,0.9599,0.5796,0.0015,0.6084,0.7471,0.1006,0.4575
iran_interval_separate,Iranian-17,dft,none,7,374828515,False,0.8693,5,5,0.75,-2.733,5,0.6888,0.3889,0.04198,0.603,0.7391,0.0044,0.4765
iran_interval_separate,Iranian-17,dft,none,7,374828515,False,0.8693,6,7,0.8985,1.7709,12,0.3869,0.5445,0.0005,0.6119,0.7614,0.0202,0.5004
iran_interval_separate,Iranian-17,dft,input_shuffled,7,374828515,False,0.8758,0,1,0.9009,1.4768,8,0.2423,0.5675,0.0025,0.616,0.7604,0.9004,0.5056
iran_interval_separate,Iranian-17,dft,input_shuffled,7,374828515,False,0.8758,1,6,0.9518,2.7357,6,0.9175,0.8282,0.0005,0.6127,0.7615,0.0271,0.5187
iran_interval_separate,Iranian-17,dft,input_shuffled,7,374828515,False,0.8758,2,12,0.961,3.1416,12,0.961,0.5784,0.001,0.6095,0.7433,0.1271,0.4285
iran_interval_separate,Iranian-17,dft,input_shuffled,7,374828515,False,0.8758,3,7,0.8851,-0.6007,7,0.7319,0.5225,0.0015,0.6086,0.7519,0.0173,0.5113
iran_interval_separate,Iranian-17,dft,input_shuffled,7,374828515,False,0.8758,4,9,0.8734,1.6276,8,0.2326,0.5381,0.0035,0.6136,0.7611,0.1326,0.5022
iran_interval_separate,Iranian-17,dft,input_shuffled,7,374828515,False,0.8758,5,5,0.952,0.578,5,0.7991,0.614,0.0005,0.6027,0.7361,0.1873,0.4483
iran_interval_separate,Iranian-17,dft,input_shuffled,7,374828515,False,0.8758,6,10,0.9656,2.6935,10,0.88,0.6734,0.0005,0.6121,0.7639,0.3022,0.4984
